/@version;/@version/#agg;/attributes.specific/@program;/attributes.specific/attr/@id;/attributes.specific/attr;/description;/language;/program;/section/attributes.specific/@program;/section/attributes.specific/attr/@id;/section/attributes.specific/attr;itemid;/section/question/attributes.specific/@program;/section/question/attributes.specific/attr/@id;/section/question/attributes.specific/attr;/section/question/class;/section/question/description;/section/question/explanation;/section/question/inputPosition;questionid;/section/question/item/attributes.specific/@program;/section/question/item/attributes.specific/attr/@id;optionid;answer;questxt;/section/question/order;context;/section/title;/timestamp;/title;/version
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;3;ofb;pos;3;Weil Oskar glaubt, dass Paul von lauten Tieren nicht verletzt werden wird.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;4;ofb;id;4;Weil Vierbeiner ungefährlich werden, wenn sie zum Bellen ihre ganze Energie verbrauchen.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;4;ofb;pos;4;Weil Vierbeiner ungefährlich werden, wenn sie zum Bellen ihre ganze Energie verbrauchen.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;5;ofb;id;5;Weil Oskar weiß, dass Paul den Joghurt aus dem Kühlschrank im Büro klaut.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;5;ofb;pos;5;Weil Oskar weiß, dass Paul den Joghurt aus dem Kühlschrank im Büro klaut.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;6;ofb;id;6;Weil auf dem Parkplatz gerade zwei Autos zusammengestoßen sind.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;6;ofb;pos;6;Weil auf dem Parkplatz gerade zwei Autos zusammengestoßen sind.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;ofb;id;2;select;item02;weisen die der frage die richtige antwort zu;right;;;;;;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;ofb;pos;2;select;item02;weisen die der frage die richtige antwort zu;right;;;;;;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;;;;select;item02;weisen die der frage die richtige antwort zu;right;7;ofb;id;1;Weil Lulu weiß, dass Katja ihren Mann ebenfalls betrogen hat.;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;;;;select;item02;weisen die der frage die richtige antwort zu;right;7;ofb;pos;1;Weil Lulu weiß, dass Katja ihren Mann ebenfalls betrogen hat.;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;;;;select;item02;weisen die der frage die richtige antwort zu;right;8;ofb;id;2;Weil Lulu glaubt, dass Katja ihren Mann nicht noch einmal betrügen wird.;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;;;;select;item02;weisen die der frage die richtige antwort zu;right;8;ofb;pos;2;Weil Lulu glaubt, dass Katja ihren Mann nicht noch einmal betrügen wird.;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;;;;select;item02;weisen die der frage die richtige antwort zu;right;9;ofb;id;3;Weil Lulu nicht möchte, dass Katja die Scheiben kaputt macht.;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;;;;select;item02;weisen die der frage die richtige antwort zu;right;9;ofb;pos;3;Weil Lulu nicht möchte, dass Katja die Scheiben kaputt macht.;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;;;;select;item02;weisen die der frage die richtige antwort zu;right;10;ofb;id;4;Weil Lulu weiß, dass Katja nicht gut zielen kann.;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;;;;select;item02;weisen die der frage die richtige antwort zu;right;10;ofb;pos;4;Weil Lulu weiß, dass Katja nicht gut zielen kann.;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;;;;select;item02;weisen die der frage die richtige antwort zu;right;11;ofb;id;5;Weil in der Ehe oft mit Gegenständen geworfen wird.;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;;;;select;item02;weisen die der frage die richtige antwort zu;right;11;ofb;pos;5;Weil in der Ehe oft mit Gegenständen geworfen wird.;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;;;;select;item02;weisen die der frage die richtige antwort zu;right;12;ofb;id;6;Weil jemand bei Rot über die Ampel gefahren ist.;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;;;;select;item02;weisen die der frage die richtige antwort zu;right;12;ofb;pos;6;Weil jemand bei Rot über die Ampel gefahren ist.;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;2,4;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;ofb;id;1;select;item01;weisen die der frage die richtige antwort zu;right;;;;;;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;ofb;pos;1;select;item01;weisen die der frage die richtige antwort zu;right;;;;;;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;1;ofb;id;1;Weil Oskar glaubt, dass Pauls Vorgesetzter seinem Wunsch zustimmen wird.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;1;ofb;pos;1;Weil Oskar glaubt, dass Pauls Vorgesetzter seinem Wunsch zustimmen wird.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;2;ofb;id;2;Weil Oskar glaubt, Paul sollte mit der Frage warten, bis sein Vorgesetzter weniger Stress hat.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;2;ofb;pos;2;Weil Oskar glaubt, Paul sollte mit der Frage warten, bis sein Vorgesetzter weniger Stress hat.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;3;ofb;id;3;Weil Oskar glaubt, dass Paul von lauten Tieren nicht verletzt werden wird.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;3;ofb;pos;3;Weil Oskar glaubt, dass Paul von lauten Tieren nicht verletzt werden wird.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;4;ofb;id;4;Weil Vierbeiner ungefährlich werden, wenn sie zum Bellen ihre ganze Energie verbrauchen.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;4;ofb;pos;4;Weil Vierbeiner ungefährlich werden, wenn sie zum Bellen ihre ganze Energie verbrauchen.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;5;ofb;id;5;Weil Oskar weiß, dass Paul den Joghurt aus dem Kühlschrank im Büro klaut.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;5;ofb;pos;5;Weil Oskar weiß, dass Paul den Joghurt aus dem Kühlschrank im Büro klaut.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;6;ofb;id;6;Weil auf dem Parkplatz gerade zwei Autos zusammengestoßen sind.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;1;;;;select;item01;weisen die der frage die richtige antwort zu;right;6;ofb;pos;6;Weil auf dem Parkplatz gerade zwei Autos zusammengestoßen sind.;Warum sagt Oskar, Hunde die bellen, beißen nicht?;default;Paul und Oskar sind gute Freunde und sprechen über Geld. Paul traut sich nicht, nach einer Lohnerhöhung zu fragen, weil sein Chef gerade sehr gestresst ist und oft Leute anschreit. Paul fragt Oskar: Soll ich meinen Chef nach mehr Lohn fragen? Oskar antwortet: Hunde, die bellen, beißen nicht. Paul zu Oskar: Das ist richtig, dann sollte ich mutig sein.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;ofb;id;2;select;item02;weisen die der frage die richtige antwort zu;right;;;;;;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
2,4;;ofb;language;ger;sprichworttest rubrik fragen item 001,002 xml essai;ger;sosci;ofb;id;FR;2;ofb;pos;2;select;item02;weisen die der frage die richtige antwort zu;right;;;;;;Warum sagt Lulu, wer im Glashaus sitzt, sollte nicht mit Steinen werfen?;default;Katja und Lulu sind miteinander befreundet und reden über ihrer Ehemänner. Katja überlegt, ihren zu Mann verlassen, weil er sie kürzlich betrogen hat. Katja fragt Lulu: Soll ich jetzt die Scheidung einreichen? Lulu antwortet: Wer im Glashaus sitzt, sollte nicht mit Steinen werfen. Katja antwortet: Ja, dann denke ich nochmal darüber nach.;fragen;2022-02-01 14:23:44;fragen;3.2.49
